id,conversation_id,analysis_date,sentiment_score,sentiment_shift,resolution_achieved,fcr_score,ces,first_response_time,avg_response_time,total_handling_time,effectiveness_score,effort_score,efficiency_score,empathy_score,csi_score
30,19,2025-08-13,3.0,1.0,0.0,0.0,4.0,33.0,142.0,155.0,0.0,5.0,6.373148148148148,4.5,3.52
31,20,2025-08-13,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.333333333333334,10.0,3.5,5.11
32,21,2025-08-13,3.0,0.0,0.0,0.0,4.0,116.0,116.0,12.0,0.0,5.0,9.344444444444443,4.0,4.19
33,22,2025-08-13,2.0,0.0,0.0,0.0,3.0,18.0,18.0,18.0,0.0,6.666666666666666,9.450000000000001,3.5,4.55
34,23,2025-08-13,4.0,0.0,0.0,0.0,3.0,112.0,112.0,38.0,0.0,6.666666666666666,8.633333333333335,4.5,4.5
35,24,2025-08-13,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.666666666666666,10.0,3.5,4.69
36,25,2025-08-12,1.0,7.0,10.0,10.0,5.0,23.0,47.0,82.0,10.0,3.333333333333333,7.61388888888889,6.5,7.21
37,25,2025-08-13,4.0,0.0,0.0,0.0,3.0,0.0,49.0,49.0,0.0,6.666666666666666,8.54814814814815,4.5,4.48
38,26,2025-08-13,2.0,0.0,0.0,0.0,4.0,185.0,185.0,185.0,0.0,5.0,6.152777777777779,3.5,3.31
39,27,2025-08-13,3.0,0.0,0.0,0.0,3.0,121.0,100.0,171.0,0.0,6.666666666666666,6.3694444444444445,4.0,3.86
40,28,2025-08-13,4.0,0.0,0.0,0.0,3.0,80.0,128.0,150.0,0.0,6.666666666666666,6.355555555555554,4.5,3.93
41,29,2025-08-13,8.0,6.0,10.0,10.0,7.0,2.0,2.0,0.8,10.0,0.0,9.972222222222223,9.5,7.42
42,30,2025-08-13,4.0,4.0,7.0,7.0,5.0,5.0,5.0,0.7,7.0,3.333333333333333,9.966666666666667,6.5,6.75
43,31,2025-08-13,5.0,0.0,5.0,5.0,6.0,23.0,23.0,0.4,5.0,1.6666666666666665,9.924999999999999,5.0,5.4
44,32,2025-08-13,3.0,0.0,0.0,0.0,1.0,,,,0.0,10.0,,4.0,
45,33,2025-08-11,4.0,4.0,7.0,7.0,6.0,17.0,17.0,0.3,7.0,1.6666666666666665,9.944444444444445,6.5,6.33
46,33,2025-08-13,6.0,2.0,7.0,7.0,6.0,8.0,8.0,0.2,7.0,1.6666666666666665,9.972222222222221,6.5,6.33
47,34,2025-08-13,4.0,4.0,7.0,7.0,6.0,9.0,9.0,0.2,7.0,1.6666666666666665,9.969444444444443,6.5,6.33
48,35,2025-08-11,3.0,-2.0,0.0,0.0,2.0,45.0,45.0,0.7,0.0,8.333333333333334,9.855555555555556,3.0,5.0
49,35,2025-08-13,2.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,10.0,9.995833333333334,3.5,5.52
50,36,2025-08-13,7.0,5.0,10.0,10.0,6.0,17.0,17.0,1.0,10.0,1.6666666666666665,9.925,8.5,7.67
51,37,2025-08-13,4.0,2.0,7.0,7.0,5.0,16.0,16.0,1.0,7.0,3.333333333333333,9.927777777777779,5.5,6.59
52,38,2025-08-13,5.0,0.0,3.0,3.0,4.0,22.0,22.0,1.0,3.0,5.0,9.911111111111113,5.0,5.53
53,39,2025-08-13,6.0,4.0,7.0,7.0,6.0,23.0,23.0,1.0,7.0,1.6666666666666665,9.908333333333333,7.5,6.47
54,40,2025-08-12,3.0,0.0,0.0,0.0,2.0,33.0,33.0,8.0,0.0,8.333333333333334,9.686111111111112,4.0,5.1
55,41,2025-08-13,5.0,2.0,7.0,7.0,5.0,1.0,1.0,2.0,7.0,3.333333333333333,9.941666666666666,6.0,6.67
56,42,2025-08-13,7.0,2.0,7.0,7.0,7.0,9.0,9.0,0.2,7.0,0.0,9.969444444444443,7.0,5.99
57,43,2025-08-13,4.0,-2.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,6.666666666666666,9.966666666666667,3.5,4.68
58,44,2025-08-13,3.0,0.0,0.0,0.0,4.0,34.0,34.0,0.3,0.0,5.0,9.897222222222224,4.0,4.32
59,45,2025-08-10,4.0,4.0,8.0,8.0,6.0,68.0,68.0,0.5,8.0,1.6666666666666665,9.797222222222222,6.5,6.64
60,45,2025-08-13,3.0,0.0,5.0,5.0,5.0,95.0,95.0,1.0,5.0,3.333333333333333,9.708333333333334,4.0,5.61
61,46,2025-08-13,2.0,3.0,10.0,10.0,5.0,21.0,42.0,63.0,10.0,3.333333333333333,8.152777777777779,5.0,7.12
62,47,2025-08-13,2.0,2.0,0.0,0.0,4.0,29.0,58.0,177.0,0.0,5.0,6.532407407407407,4.5,3.56
63,48,2025-08-13,3.0,4.0,0.0,0.0,6.0,6.0,10.0,13.0,0.0,1.6666666666666665,9.614814814814814,6.0,3.72
64,49,2025-08-13,1.0,2.0,0.0,0.0,3.0,13.0,26.0,58.0,0.0,6.666666666666666,8.328703703703702,4.0,4.35
65,50,2025-08-13,3.0,5.0,10.0,10.0,6.0,11.0,22.0,37.0,10.0,1.6666666666666665,8.921296296296296,6.5,7.12
66,51,2025-08-13,4.0,0.0,0.0,0.0,2.0,7.0,14.0,20.0,0.0,8.333333333333334,9.412037037037038,4.5,5.11
67,52,2025-08-12,1.0,2.0,0.0,0.0,4.0,50.0,100.0,50.0,0.0,5.0,8.37962962962963,4.0,3.94
68,52,2025-08-13,1.0,6.0,10.0,10.0,5.0,1.0,2.0,240.0,10.0,3.333333333333333,6.662037037037037,6.0,6.9
69,53,2025-08-12,2.0,2.0,0.0,0.0,5.0,10.0,20.0,10.0,0.0,3.333333333333333,9.675925925925926,4.5,3.93
70,53,2025-08-13,7.0,0.0,10.0,10.0,7.0,,,0.0,10.0,0.0,10.0,6.0,6.9
71,54,2025-08-13,2.0,2.0,0.0,0.0,6.0,11.0,22.0,11.0,0.0,1.6666666666666665,9.643518518518519,4.5,3.5
72,55,2025-08-12,2.0,3.0,0.0,0.0,6.0,10.0,20.0,10.0,0.0,1.6666666666666665,9.675925925925926,5.0,3.59
73,55,2025-08-13,2.0,2.0,0.0,0.0,4.0,0.0,20.0,40.0,0.0,5.0,8.851851851851853,4.5,4.14
74,56,2025-08-09,,,,,,,,,,,,,
75,56,2025-08-10,1.0,2.0,0.0,0.0,5.0,34.0,68.0,34.0,0.0,3.333333333333333,8.898148148148149,4.0,3.66
76,56,2025-08-11,2.0,1.0,0.0,0.0,4.0,11.0,22.0,34.0,0.0,5.0,9.00462962962963,4.0,4.1
77,56,2025-08-13,2.0,1.0,0.0,0.0,5.0,2.0,26.0,70.0,0.0,3.333333333333333,8.005555555555555,4.0,3.43
78,57,2025-08-13,1.0,2.0,0.0,0.0,5.0,28.0,56.0,28.0,0.0,3.333333333333333,9.092592592592593,4.0,3.71
79,58,2025-08-13,2.0,3.0,0.0,0.0,6.0,8.0,16.0,28.0,0.0,1.6666666666666665,9.185185185185185,5.0,3.46
80,59,2025-08-13,2.0,1.0,0.0,0.0,4.0,15.0,30.0,183.0,0.0,5.0,6.597222222222221,4.0,3.5
81,60,2025-08-13,3.0,2.0,1.0,1.0,6.0,2.0,1.0,0.25,1.0,1.6666666666666665,9.989351851851852,5.0,4.01
82,61,2025-08-13,2.0,2.0,0.0,0.0,3.0,46.0,15.3,1.0,0.0,6.666666666666666,9.901296296296296,4.5,4.82
83,62,2025-08-13,2.0,4.0,1.0,1.0,6.0,1.0,23.0,1.5,1.0,1.6666666666666665,9.914814814814815,5.5,4.07
84,63,2025-08-10,2.0,0.0,1.0,1.0,6.0,11.0,5.5,0.25,1.0,1.6666666666666665,9.972685185185185,3.5,3.78
85,63,2025-08-13,2.0,0.0,0.0,0.0,5.0,11.0,11.0,0.25,0.0,3.333333333333333,9.9625,3.5,3.85
86,64,2025-08-11,1.0,0.0,0.0,0.0,7.0,2.0,,,0.0,0.0,9.994444444444445,3.0,2.95
87,64,2025-08-12,1.0,0.0,1.0,1.0,7.0,22.0,,,1.0,0.0,9.93888888888889,3.0,3.28
88,64,2025-08-13,1.0,2.0,0.0,0.0,6.0,8.0,4.0,0.5,0.0,1.6666666666666665,9.971296296296297,4.0,3.51
89,65,2025-08-13,3.0,0.0,0.0,0.0,7.0,1.0,,,0.0,0.0,9.997222222222222,4.0,3.1
90,66,2025-08-09,4.0,0.0,0.0,0.0,7.0,,,,0.0,0.0,,4.5,
91,66,2025-08-13,3.0,1.0,0.0,0.0,6.0,29.0,14.5,0.5,0.0,1.6666666666666665,9.932407407407409,4.5,3.57
92,67,2025-08-13,4.0,3.0,1.0,1.0,5.0,16.0,8.0,1.0,1.0,3.333333333333333,9.942592592592593,6.0,4.57
93,68,2025-08-11,2.0,3.0,0.0,0.0,4.0,12.0,13.0,1.5,0.0,5.0,9.92314814814815,5.0,4.48
94,68,2025-08-12,2.0,0.0,0.0,0.0,7.0,14.0,,,0.0,0.0,9.96111111111111,3.5,3.02
95,68,2025-08-13,1.0,1.0,1.0,1.0,6.0,18.0,,,1.0,1.6666666666666665,9.95,3.5,3.78
96,69,2025-08-12,2.0,2.0,0.0,0.0,4.0,23.0,26.0,1.5,0.0,5.0,9.888888888888888,4.5,4.4
97,69,2025-08-13,2.0,2.0,0.0,0.0,4.0,47.0,23.5,1.0,0.0,5.0,9.885185185185184,4.5,4.4
98,70,2025-08-13,2.0,1.0,0.0,0.0,6.0,14.0,28.0,1.0,0.0,1.6666666666666665,9.907407407407408,4.0,3.49
99,71,2025-08-13,2.0,0.0,0.0,0.0,3.0,13.0,6.5,0.25,0.0,6.666666666666666,9.96898148148148,3.5,4.68
100,72,2025-08-13,2.0,0.0,0.0,0.0,5.0,14.0,7.0,0.25,0.0,3.333333333333333,9.96712962962963,3.5,3.85
101,73,2025-08-13,,,,,,,,,,,,,
102,74,2025-08-12,,,,,,,,,,,,,
103,74,2025-08-13,,,,,,,,,,,,,
104,75,2025-08-12,,,,,,,,,,,,,
105,75,2025-08-13,,,,,,,,,,,,,
106,76,2025-08-11,,,,,,,,,,,,,
107,76,2025-08-13,,,,,,,,,,,,,
108,77,2025-08-13,,,,,,,,,,,,,
109,78,2025-08-10,,,,,,,,,,,,,
110,78,2025-08-11,,,,,,,,,,,,,
111,78,2025-08-13,,,,,,,,,,,,,
112,79,2025-08-13,,,,,,,,,,,,,
113,80,2025-08-12,,,,,,,,,,,,,
114,80,2025-08-13,,,,,,,,,,,,,
115,81,2025-08-13,,,,,,,,,,,,,
116,82,2025-08-13,,,,,,,,,,,,,
117,83,2025-08-10,,,,,,,,,,,,,
118,83,2025-08-12,,,,,,,,,,,,,
119,83,2025-08-13,,,,,,,,,,,,,
120,84,2025-08-12,,,,,,,,,,,,,
121,84,2025-08-13,1.0,-3.0,0.0,0.0,3.0,1210.0,605.0,1.9,0.0,6.666666666666666,7.7064814814814815,1.5,3.82
122,85,2025-08-13,1.0,2.0,0.0,0.0,4.0,100.0,60.0,1.2,0.0,5.0,9.76296296296296,4.0,4.29
123,86,2025-08-10,2.0,0.0,0.0,0.0,5.0,697.0,697.0,1.2,0.0,3.333333333333333,8.030555555555557,3.5,3.37
124,86,2025-08-11,2.0,0.0,0.0,0.0,5.0,258.0,129.0,0.4,0.0,3.333333333333333,9.511111111111111,3.5,3.74
125,86,2025-08-13,2.0,0.0,0.0,0.0,5.0,0.0,18.0,0.3,0.0,3.333333333333333,9.958333333333334,3.5,3.85
126,87,2025-08-13,4.0,6.0,10.0,10.0,6.0,4.0,2.0,0.1,10.0,1.6666666666666665,9.989814814814816,7.5,7.54
127,88,2025-08-09,2.0,0.0,0.0,0.0,6.0,,,,0.0,1.6666666666666665,,3.5,
128,88,2025-08-10,10.0,0.0,10.0,10.0,7.0,43.0,43.0,0.1,10.0,0.0,9.877777777777778,7.5,7.09
129,88,2025-08-12,1.0,4.0,0.0,0.0,4.0,606.0,202.0,1.1,0.0,5.0,9.034259259259258,5.0,4.26
130,88,2025-08-13,2.0,6.0,0.0,0.0,5.0,1.0,1.0,0.3,0.0,3.333333333333333,9.988888888888889,6.5,4.31
131,89,2025-08-13,3.0,0.0,0.0,0.0,7.0,,,,0.0,0.0,,4.0,
132,90,2025-08-13,2.0,0.0,0.0,0.0,6.0,1183.0,591.5,0.2,0.0,1.6666666666666665,7.803703703703704,3.5,2.89
133,91,2025-08-13,2.0,7.0,0.0,0.0,5.0,1.0,283.0,1.7,0.0,3.333333333333333,9.427777777777777,7.0,4.24
134,92,2025-08-13,2.0,0.0,0.0,0.0,5.0,20673.0,10336.5,2.1,0.0,3.333333333333333,3.2750000000000004,3.5,2.18
135,93,2025-08-10,2.0,0.0,0.0,0.0,6.0,138.0,69.0,0.2,0.0,1.6666666666666665,9.738888888888889,3.5,3.38
136,93,2025-08-11,2.0,8.0,10.0,10.0,6.0,44677.0,22338.5,2.2,10.0,1.6666666666666665,3.272222222222222,7.5,5.86
137,93,2025-08-12,2.0,0.0,0.0,0.0,5.0,18.0,9.0,0.3,0.0,3.333333333333333,9.958333333333334,3.5,3.85
138,93,2025-08-13,1.0,0.0,10.0,10.0,7.0,0.0,0.0,0.6,10.0,0.0,9.983333333333333,3.0,6.45
139,94,2025-08-12,3.0,-2.0,0.0,0.0,3.0,20.0,10.0,0.3,0.0,6.666666666666666,9.95462962962963,3.0,4.61
140,95,2025-08-13,2.0,0.0,0.0,0.0,7.0,,,,0.0,0.0,,3.5,
141,96,2025-08-13,8.0,6.0,10.0,10.0,7.0,20.0,20.0,2.0,10.0,0.0,9.88888888888889,9.5,7.4
142,97,2025-08-13,4.0,0.0,7.0,7.0,6.0,11.0,11.0,1.0,7.0,1.6666666666666665,9.941666666666668,4.5,6.03
143,98,2025-08-13,3.0,3.0,8.0,8.0,5.0,216.0,216.0,4.0,8.0,3.333333333333333,9.28888888888889,5.5,6.78
144,99,2025-08-10,2.0,0.0,5.0,5.0,3.0,138.0,69.0,2.0,5.0,6.666666666666666,9.688888888888888,3.5,6.36
145,99,2025-08-11,2.0,3.0,6.0,6.0,4.0,118.0,59.0,5.0,6.0,5.0,9.642592592592592,5.0,6.51
146,99,2025-08-12,2.0,,0.0,0.0,1.0,,,,0.0,10.0,,2.0,
147,99,2025-08-13,2.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,2.0,5.3
148,100,2025-08-13,3.0,4.0,7.0,7.0,5.0,43.0,86.0,11.0,7.0,3.333333333333333,9.495370370370372,6.0,6.56
149,101,2025-08-13,3.0,3.0,6.0,6.0,5.0,14.0,14.0,2.0,6.0,3.333333333333333,9.905555555555555,5.5,6.23
150,102,2025-08-13,3.0,0.0,0.0,0.0,2.0,,,,0.0,8.333333333333334,,4.0,
151,103,2025-08-13,4.0,0.0,0.0,0.0,2.0,5.0,5.0,1.0,0.0,8.333333333333334,9.958333333333334,4.5,5.25
152,104,2025-08-13,3.0,1.0,5.0,5.0,4.0,1.0,48.0,12.0,5.0,5.0,9.57685185185185,4.5,6.07
153,105,2025-08-13,3.0,0.0,0.0,0.0,1.0,,,,0.0,10.0,,4.0,
154,106,2025-08-13,3.0,1.0,5.0,5.0,3.0,15.0,30.0,4.0,5.0,6.666666666666666,9.819444444444443,4.5,6.55
155,107,2025-08-12,2.0,0.0,4.0,4.0,3.0,711.0,130.0,47.0,4.0,6.666666666666666,7.795370370370371,3.5,5.54
156,107,2025-08-13,2.0,-2.0,6.0,8.0,4.0,397.0,147.0,28.0,7.0,5.0,8.582407407407407,2.5,6.22
157,108,2025-08-10,7.0,5.0,9.0,9.0,6.0,53.0,53.0,6.0,9.0,1.6666666666666665,9.686111111111112,8.5,7.26
158,108,2025-08-13,7.0,5.0,8.0,8.0,6.0,29.0,29.0,3.0,8.0,1.6666666666666665,9.83611111111111,8.5,6.95
159,109,2025-08-13,5.0,5.0,8.0,8.0,6.0,38.0,38.0,4.0,8.0,1.6666666666666665,9.783333333333333,7.5,6.79
160,110,2025-08-11,2.0,-2.0,4.0,4.0,3.0,45.0,70.0,13.0,4.0,6.666666666666666,9.467592592592593,2.5,5.81
161,110,2025-08-12,2.0,0.0,0.0,0.0,3.0,118.0,118.0,1.0,0.0,6.666666666666666,9.644444444444444,3.5,4.6
162,110,2025-08-13,2.0,1.0,0.0,0.0,2.0,15.0,15.0,0.25,0.0,8.333333333333334,9.951388888888888,4.0,5.17
163,111,2025-08-13,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,4.0,5.6
164,112,2025-08-11,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,3.0,5.45
165,112,2025-08-12,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,3.5,5.52
166,112,2025-08-13,3.0,4.0,10.0,0.0,4.0,89.0,53.0,7.0,5.0,5.0,9.625,6.0,6.31
167,113,2025-08-10,5.0,0.0,0.0,0.0,5.0,38.0,38.0,0.5,0.0,3.333333333333333,9.880555555555555,5.0,4.05
168,113,2025-08-13,2.0,1.0,0.0,0.0,2.0,11.0,23.0,3.0,0.0,8.333333333333334,9.863888888888889,4.0,5.15
169,114,2025-08-13,5.0,0.0,10.0,10.0,6.0,7.0,7.0,0.17,10.0,1.6666666666666665,9.975833333333334,5.0,7.16
170,115,2025-08-13,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,4.5,5.68
171,116,2025-08-13,3.0,2.0,0.0,0.0,3.0,1.0,1.0,0.17,0.0,6.666666666666666,9.9925,5.0,4.91
172,117,2025-08-13,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,4.0,5.6
173,118,2025-08-13,5.0,0.0,0.0,0.0,2.0,1.0,1.0,0.17,0.0,8.333333333333334,9.9925,5.0,5.33
174,119,2025-08-12,2.0,0.0,0.0,0.0,3.0,13.0,13.0,0.33,0.0,6.666666666666666,9.954722222222221,3.5,4.68
175,119,2025-08-13,8.0,6.0,10.0,10.0,7.0,0.0,0.0,0.2,10.0,0.0,9.994444444444445,9.5,7.42
176,120,2025-08-13,3.0,2.0,0.0,0.0,4.0,7.0,21.0,0.5,0.0,5.0,9.940740740740742,5.0,4.49
177,121,2025-08-13,2.0,1.0,0.0,0.0,3.0,177.0,177.0,2.67,0.0,6.666666666666666,9.434166666666666,4.0,4.63
178,122,2025-08-10,2.0,3.0,10.0,0.0,3.0,116.0,58.0,1.93,5.0,6.666666666666666,9.731574074074073,5.0,6.6
179,122,2025-08-13,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,3.0,5.45
180,123,2025-08-10,2.0,0.0,0.0,0.0,3.0,6.0,6.0,0.17,0.0,6.666666666666666,9.978611111111112,3.5,4.69
181,123,2025-08-11,10.0,0.0,1.0,10.0,7.0,64.0,64.0,1.0,5.5,0.0,9.794444444444446,7.5,5.5
182,123,2025-08-12,1.0,2.0,0.0,0.0,3.0,3.0,304.0,10.0,0.0,6.666666666666666,9.15648148148148,4.0,4.56
183,123,2025-08-13,1.0,4.0,1.0,0.0,3.0,1107.0,285.33,15.0,0.5,6.666666666666666,8.029944444444444,5.0,4.6
184,124,2025-08-13,3.0,1.0,1.0,10.0,4.0,72.0,225.0,7.0,5.5,5.0,9.322222222222223,4.5,6.18
185,125,2025-08-12,1.0,0.0,0.0,0.0,6.0,104.0,104.0,2.0,0.0,1.6666666666666665,9.655555555555555,3.0,3.28
186,125,2025-08-13,1.0,1.0,0.0,0.0,4.0,0.0,115.0,3.0,0.0,5.0,9.703703703703704,3.5,4.2
187,126,2025-08-11,10.0,0.0,1.0,10.0,7.0,0.0,0.0,0.0,5.5,0.0,10.0,7.5,5.55
188,126,2025-08-12,5.0,0.0,1.0,10.0,6.0,782.0,448.0,13.0,5.5,1.6666666666666665,8.085185185185184,5.0,5.11
189,126,2025-08-13,5.0,0.0,1.0,10.0,6.0,0.0,142.0,4.0,5.5,1.6666666666666665,9.625925925925925,5.0,5.5
190,127,2025-08-13,3.0,0.0,0.0,0.0,2.0,34.0,34.0,1.0,0.0,8.333333333333334,9.877777777777778,4.0,5.15
191,128,2025-08-13,2.0,1.0,1.0,10.0,6.0,121.0,60.5,3.0,5.5,1.6666666666666665,9.692592592592591,4.0,5.36
192,129,2025-08-12,2.0,0.0,0.0,0.0,3.0,36.0,36.0,1.0,0.0,6.666666666666666,9.872222222222224,3.5,4.66
193,129,2025-08-13,2.0,-2.0,0.0,0.0,2.0,376.0,376.0,10.0,0.0,8.333333333333334,8.677777777777777,2.5,4.63
194,130,2025-08-13,1.0,0.0,1.0,10.0,6.0,48.0,48.0,1.0,5.5,1.6666666666666665,9.83888888888889,3.0,5.25
195,131,2025-08-13,1.0,1.0,0.0,0.0,3.0,131.0,190.0,5.0,0.0,6.666666666666666,9.387962962962964,3.5,4.54
196,132,2025-08-13,1.0,0.0,0.0,0.0,4.0,117.0,164.5,4.0,0.0,5.0,9.475925925925926,3.0,4.07
197,133,2025-08-12,3.0,2.0,0.0,0.0,5.0,15.0,290.0,8.0,0.0,3.333333333333333,9.226851851851853,5.0,3.89
198,134,2025-08-13,2.0,1.0,0.0,0.0,4.0,147.0,223.33,6.0,0.0,5.0,9.283648148148147,4.0,4.17
199,135,2025-08-13,2.0,3.0,1.0,10.0,5.0,324.0,162.0,5.0,5.5,3.333333333333333,9.261111111111111,5.0,5.82
200,136,2025-08-13,1.0,-1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,8.333333333333334,9.966666666666667,2.5,4.95
201,137,2025-08-13,2.0,1.0,6.0,8.0,4.0,242.0,121.0,2.15,7.0,5.0,9.492129629629629,4.0,6.67
202,138,2025-08-12,1.0,0.0,0.0,0.0,3.0,204.0,102.0,12.42,0.0,6.666666666666666,9.277222222222223,3.0,4.44
203,138,2025-08-13,1.0,0.0,6.0,10.0,6.0,103.0,51.5,0.17,8.0,1.6666666666666665,9.804537037037036,3.0,6.12
204,139,2025-08-10,3.0,-1.0,1.0,1.0,2.0,75.0,37.5,0.33,1.0,8.333333333333334,9.851944444444444,3.5,5.42
205,139,2025-08-11,4.0,3.0,7.0,10.0,5.0,313.0,156.5,0.52,8.5,3.333333333333333,9.405925925925926,6.0,7.06
206,139,2025-08-12,2.0,-1.0,3.0,0.0,2.0,2084.0,694.66,4.58,1.5,8.333333333333334,6.65674074074074,3.0,4.72
207,139,2025-08-13,8.0,7.0,10.0,10.0,7.0,72.0,36.0,0.12,10.0,0.0,9.863333333333335,10.0,7.47
208,140,2025-08-13,2.0,0.0,4.0,7.0,4.0,61.0,30.5,0.1,5.5,5.0,9.88425925925926,3.5,6.17
209,141,2025-08-13,4.0,0.0,0.0,0.0,2.0,2.0,1.0,0.08,0.0,8.333333333333334,9.994074074074074,4.5,5.26
210,142,2025-08-10,1.0,0.0,7.0,10.0,6.0,161.0,80.5,0.27,8.5,1.6666666666666665,9.69435185185185,3.0,6.27
211,142,2025-08-13,1.0,0.0,7.0,10.0,6.0,63.0,31.5,0.11,8.5,1.6666666666666665,9.880277777777778,3.0,6.31
212,143,2025-08-13,2.0,0.0,4.0,7.0,4.0,73.0,36.5,0.12,5.5,5.0,9.861481481481482,3.5,6.17
213,144,2025-08-13,3.0,0.0,0.0,0.0,2.0,,,,0.0,8.333333333333334,,4.0,
214,145,2025-08-13,5.0,4.0,10.0,10.0,6.0,11.0,5.5,0.18,10.0,1.6666666666666665,9.97462962962963,7.0,7.46
215,146,2025-08-13,3.0,2.0,10.0,10.0,5.0,69.0,34.5,0.58,10.0,3.333333333333333,9.856111111111112,5.0,7.55
