id,conversation_id,analysis_date,sentiment_score,sentiment_shift,resolution_achieved,fcr_score,ces,first_response_time,avg_response_time,total_handling_time,effectiveness_score,effort_score,efficiency_score,empathy_score,csi_score
29,20,2025-08-22,1.0,0.0,0.0,0.0,1.0,,,,0.0,10.0,,3.0,
30,21,2025-08-21,3.0,2.0,0.0,0.0,3.0,9.0,4.5,0.15,0.0,6.666666666666666,9.979166666666668,5.0,4.91
31,22,2025-08-18,2.0,0.0,0.0,0.0,2.0,197.0,98.5,3.28,0.0,8.333333333333334,9.544074074074073,3.5,4.99
32,22,2025-08-19,2.0,0.0,0.0,0.0,3.0,158.0,158.0,2.63,0.0,6.666666666666666,9.488055555555556,3.5,4.56
33,22,2025-08-22,2.0,6.0,0.0,0.0,5.0,82.0,82.0,1.37,0.0,3.333333333333333,9.734166666666667,6.5,4.24
34,23,2025-08-19,2.0,5.0,0.0,0.0,5.0,8.0,4.0,0.13,0.0,3.333333333333333,9.981574074074073,6.0,4.23
35,23,2025-08-20,2.0,0.0,0.0,0.0,4.0,38.0,19.0,0.63,0.0,5.0,9.91212962962963,3.5,4.25
36,24,2025-08-20,3.0,7.0,0.0,0.0,6.0,102.0,102.0,1.7,0.0,1.6666666666666665,9.669444444444444,7.5,3.96
37,25,2025-08-21,3.0,0.0,0.0,0.0,3.0,138.0,69.0,2.3,0.0,6.666666666666666,9.680555555555555,4.0,4.69
38,26,2025-08-19,2.0,0.0,0.0,0.0,3.0,124.0,124.0,2.1,0.0,6.666666666666666,9.597222222222223,3.5,4.59
39,27,2025-08-19,7.0,2.0,0.0,0.0,5.0,221.0,110.5,3.7,0.0,3.333333333333333,9.487962962962962,7.0,4.26
40,28,2025-08-22,6.0,6.0,1.0,1.0,6.0,,,,1.0,1.6666666666666665,,8.5,
41,29,2025-08-17,,,0.0,0.0,,,,,0.0,,,,
42,30,2025-08-17,2.0,4.0,10.0,10.0,6.0,8621.0,4310.5,23.0,10.0,1.6666666666666665,2.6944444444444446,5.5,5.42
43,30,2025-08-20,2.0,4.0,10.0,10.0,6.0,3641.0,1820.5,10.0,10.0,1.6666666666666665,3.0555555555555554,5.5,5.51
44,30,2025-08-22,2.0,,0.0,0.0,,,,,0.0,,,2.0,
45,31,2025-08-17,2.0,5.0,8.0,8.0,4.0,61.0,200.0,16.0,8.0,5.0,9.128703703703705,6.0,7.23
46,32,2025-08-19,3.0,5.0,10.0,10.0,7.0,2213.0,1106.5,8.0,10.0,0.0,5.6796296296296305,6.5,5.89
47,33,2025-08-18,2.0,,0.0,0.0,,,,,0.0,,,2.0,
48,33,2025-08-19,,,0.0,0.0,,,,,0.0,,,,
49,34,2025-08-17,1.0,6.0,10.0,10.0,5.0,1156.0,487.0,15.0,10.0,3.333333333333333,7.611111111111111,6.0,7.14
50,34,2025-08-22,1.0,,0.0,0.0,,,,,0.0,,,1.0,
51,35,2025-08-21,1.0,,0.0,0.0,,,,,0.0,,,1.0,
52,35,2025-08-22,,,0.0,0.0,7.0,,,,0.0,0.0,,,
53,36,2025-08-21,4.0,,0.0,0.0,2.0,1213.0,606.5,3.0,0.0,8.333333333333334,7.67037037037037,4.0,4.6
54,37,2025-08-17,2.0,6.0,10.0,10.0,6.0,21558.0,10779.0,20.0,10.0,1.6666666666666665,2.777777777777778,6.5,5.59
55,37,2025-08-20,2.0,6.0,10.0,10.0,6.0,4343.0,2171.5,12.0,10.0,1.6666666666666665,3.0,6.5,5.64
56,38,2025-08-18,2.0,4.0,10.0,10.0,6.0,1788.0,894.0,6.0,10.0,1.6666666666666665,6.522222222222223,5.5,6.37
57,39,2025-08-19,3.0,,0.0,0.0,3.0,29633.0,14816.5,18.0,0.0,6.666666666666666,2.8333333333333335,3.0,2.82
58,39,2025-08-20,8.0,,10.0,10.0,7.0,3266.0,1633.0,5.0,10.0,0.0,3.812962962962963,8.0,5.65
59,40,2025-08-17,2.0,4.0,8.0,8.0,5.0,2886.0,1443.0,8.0,8.0,3.333333333333333,4.433333333333334,5.5,5.57
60,40,2025-08-19,2.0,0.0,0.0,0.0,4.0,278.0,278.0,5.0,0.0,5.0,9.088888888888889,3.5,4.05
61,40,2025-08-21,8.0,6.0,10.0,10.0,7.0,28.0,28.0,1.0,10.0,0.0,9.894444444444444,9.5,7.4
62,40,2025-08-18,,,0.0,0.0,,,,,0.0,,,,
63,41,2025-08-17,3.0,0.0,0.0,0.0,5.0,53.0,53.0,1.0,0.0,3.333333333333333,9.825000000000001,4.0,3.89
64,41,2025-08-19,4.0,0.0,0.0,0.0,3.0,327.0,163.5,5.0,0.0,6.666666666666666,9.255555555555555,4.5,4.66
65,41,2025-08-22,3.0,0.0,0.0,0.0,1.0,,,,0.0,10.0,,4.0,
66,42,2025-08-18,2.0,-2.0,0.0,0.0,2.0,10.0,28.0,9.0,0.0,8.333333333333334,9.688888888888888,2.5,4.88
67,42,2025-08-19,3.0,0.0,0.0,0.0,6.0,59.0,59.0,1.0,0.0,1.6666666666666665,9.808333333333334,4.0,3.47
68,43,2025-08-21,4.0,2.0,10.0,10.0,6.0,8.0,18.0,6.0,10.0,1.6666666666666665,9.792592592592593,5.5,7.19
69,44,2025-08-20,3.0,0.0,0.0,0.0,4.0,107.0,53.5,2.0,0.0,5.0,9.746296296296295,4.0,4.29
70,45,2025-08-17,3.0,0.0,0.0,0.0,2.0,25.0,200.0,12.0,0.0,8.333333333333334,9.273148148148147,4.0,5.0
71,45,2025-08-18,2.0,4.0,10.0,0.0,3.0,226.0,135.0,12.0,5.0,6.666666666666666,9.207407407407407,5.5,6.54
72,45,2025-08-19,6.0,4.0,10.0,10.0,7.0,4.0,20.0,1.0,10.0,0.0,9.931481481481482,7.5,7.11
73,45,2025-08-21,7.0,5.0,10.0,10.0,7.0,18.0,22.5,1.0,10.0,0.0,9.91388888888889,8.5,7.25
74,46,2025-08-22,3.0,0.0,0.0,0.0,5.0,120.0,120.0,2.0,0.0,3.333333333333333,9.61111111111111,4.0,3.84
75,47,2025-08-19,2.0,0.0,0.0,0.0,3.0,328.0,194.0,5.0,0.0,6.666666666666666,9.19814814814815,3.5,4.49
76,47,2025-08-20,5.0,0.0,0.0,0.0,6.0,53.0,53.0,1.0,0.0,1.6666666666666665,9.825000000000001,5.0,3.62
77,48,2025-08-18,4.0,-1.0,0.0,0.0,5.0,23.0,23.0,10.0,0.0,3.333333333333333,9.658333333333333,4.0,3.85
78,48,2025-08-19,,,0.0,0.0,,,,,0.0,,,,
79,49,2025-08-17,2.0,0.0,0.0,0.0,4.0,181.0,181.0,3.0,0.0,5.0,9.41388888888889,3.5,4.13
80,49,2025-08-18,2.0,0.0,0.0,0.0,3.0,13.0,68.0,10.0,0.0,6.666666666666666,9.584259259259257,3.5,4.59
81,50,2025-08-19,2.0,0.0,0.0,0.0,4.0,1800.0,1800.0,30.0,0.0,5.0,4.166666666666667,3.5,2.82
82,50,2025-08-22,2.0,0.0,0.0,0.0,4.0,2250.0,2250.0,37.5,0.0,5.0,3.5416666666666665,3.5,2.66
83,51,2025-08-22,3.0,1.0,1.0,1.0,6.0,1860.0,1860.0,31.0,1.0,1.6666666666666665,4.083333333333333,4.5,2.46
84,52,2025-08-22,4.0,0.0,0.0,0.0,5.0,2550.0,2550.0,42.5,0.0,3.333333333333333,3.1249999999999996,4.5,2.29
85,53,2025-08-18,2.0,1.0,1.0,1.0,5.0,60.0,180.0,55.0,1.0,3.333333333333333,8.083333333333334,4.0,3.8
86,53,2025-08-19,2.0,0.0,0.0,0.0,3.0,1800.0,720.0,120.0,0.0,6.666666666666666,3.6666666666666665,3.5,3.11
87,54,2025-08-21,1.0,2.0,0.0,0.0,2.0,1530.0,765.0,127.5,0.0,8.333333333333334,3.8333333333333335,4.0,3.64
88,54,2025-08-22,1.0,0.0,0.0,0.0,3.0,2670.0,2670.0,44.5,0.0,6.666666666666666,2.9583333333333335,3.0,2.86
89,55,2025-08-18,3.0,2.0,1.0,1.0,7.0,720.0,720.0,12.0,1.0,0.0,7.666666666666667,5.0,3.02
90,56,2025-08-18,4.0,3.0,1.0,1.0,6.0,60.0,150.0,25.0,1.0,1.6666666666666665,8.972222222222221,6.0,3.91
91,57,2025-08-19,3.0,3.0,1.0,1.0,7.0,1470.0,735.0,24.5,1.0,0.0,6.597222222222222,5.5,2.82
92,58,2025-08-19,1.0,0.0,0.0,0.0,2.0,480.0,240.0,80.0,0.0,8.333333333333334,6.88888888888889,3.0,4.26
93,59,2025-08-22,4.0,0.0,0.0,0.0,1.0,,,,0.0,10.0,,4.5,
94,60,2025-08-17,4.0,0.0,0.0,0.0,5.0,,,,0.0,3.333333333333333,,4.5,
95,60,2025-08-19,2.0,3.0,1.0,1.0,6.0,1920.0,640.0,106.67,1.0,1.6666666666666665,4.073981481481481,5.0,2.54
96,61,2025-08-22,5.0,4.0,1.0,1.0,7.0,480.0,480.0,8.0,1.0,0.0,8.444444444444445,7.0,3.51
97,62,2025-08-17,1.0,0.0,0.0,0.0,2.0,2520.0,2520.0,42.0,0.0,8.333333333333334,3.1666666666666665,3.0,3.32
98,62,2025-08-18,5.0,0.0,,,,,,,,,,5.0,
99,63,2025-08-17,4.0,0.0,1.0,1.0,7.0,,,,1.0,0.0,,4.5,
100,63,2025-08-21,4.0,0.0,1.0,1.0,7.0,900.0,900.0,15.0,1.0,0.0,7.083333333333333,4.5,2.8
101,64,2025-08-17,1.0,2.0,8.0,10.0,5.0,3305.0,1652.5,6.0,9.0,3.333333333333333,3.7129629629629632,4.0,5.51
102,65,2025-08-21,1.0,2.0,5.0,5.0,6.0,1139.0,1139.0,0.2,5.0,1.6666666666666665,6.830555555555556,4.0,4.47
103,66,2025-08-19,1.0,4.0,9.0,10.0,4.0,1177.0,588.5,1.0,9.5,5.0,7.792592592592594,5.0,7.27
104,67,2025-08-17,1.0,0.0,2.0,2.0,3.0,2308.0,2308.0,0.5,2.0,6.666666666666666,4.515740740740742,3.0,3.95
105,67,2025-08-21,1.0,1.0,6.0,6.0,4.0,2403.0,1201.5,2.0,6.0,5.0,5.4944444444444445,3.5,5.25
106,68,2025-08-21,2.0,0.0,0.0,0.0,1.0,,,,0.0,10.0,,3.5,
107,68,2025-08-22,2.0,4.0,7.0,7.0,3.0,1509.0,754.5,8.0,7.0,6.666666666666666,6.983333333333334,5.5,6.69
108,69,2025-08-17,3.0,-2.0,3.0,3.0,2.0,1231.0,615.5,1.0,3.0,8.333333333333334,7.692592592592593,3.0,5.51
109,70,2025-08-21,2.0,1.0,4.0,4.0,2.0,3376.0,1688.0,3.0,4.0,8.333333333333334,3.6648148148148145,4.0,5.0
110,71,2025-08-19,1.0,3.0,6.0,6.0,5.0,25778.0,25778.0,4.0,6.0,3.333333333333333,3.222222222222222,4.5,4.41
111,72,2025-08-21,1.0,4.0,7.0,7.0,5.0,1187.0,593.5,0.5,7.0,3.333333333333333,7.787962962962962,5.0,5.98
112,73,2025-08-17,1.0,4.0,10.0,10.0,7.0,1009.0,1009.0,0.2,10.0,0.0,7.1916666666666655,5.0,6.05
113,74,2025-08-19,3.0,0.0,2.0,2.0,3.0,27272.0,27272.0,0.5,2.0,6.666666666666666,3.3194444444444446,4.0,3.8
114,74,2025-08-21,3.0,1.0,3.0,3.0,2.0,422.0,211.0,0.5,3.0,8.333333333333334,9.204629629629629,4.5,6.11
115,75,2025-08-19,2.0,2.0,7.0,7.0,4.0,13350.0,13350.0,0.5,7.0,5.0,3.3194444444444446,4.5,5.2
116,76,2025-08-17,1.0,4.0,9.0,9.0,6.0,4020.0,2010.0,0.7,9.0,1.6666666666666665,3.3138888888888887,5.0,5.15
117,77,2025-08-19,2.0,0.0,3.0,3.0,4.0,10003.0,10003.0,1.5,3.0,5.0,3.2916666666666665,3.5,3.65
118,78,2025-08-17,1.0,1.0,2.0,2.0,3.0,650.0,650.0,0.1,2.0,6.666666666666666,8.191666666666666,3.5,4.94
119,79,2025-08-22,1.0,1.0,5.0,5.0,4.0,26099.0,13049.5,4.0,5.0,5.0,3.222222222222222,3.5,4.33
120,80,2025-08-20,2.0,3.0,8.0,8.0,5.0,29532.0,14766.0,5.0,8.0,3.333333333333333,3.1944444444444446,5.0,5.18
121,81,2025-08-17,3.0,2.0,10.0,10.0,4.0,44.0,44.0,0.73,10.0,5.0,9.8575,5.0,7.96
122,82,2025-08-21,2.0,,0.0,0.0,3.0,56.0,56.0,1.0,0.0,6.666666666666666,9.816666666666668,2.0,4.42
123,83,2025-08-17,2.0,,0.0,0.0,1.0,,,,0.0,10.0,,2.0,
124,83,2025-08-18,1.0,,0.0,0.0,1.0,,,,0.0,10.0,,1.0,
125,83,2025-08-19,3.0,0.0,0.0,0.0,2.0,580.0,580.0,9.67,0.0,8.333333333333334,8.120277777777778,4.0,4.71
126,83,2025-08-21,2.0,,0.0,0.0,1.0,,,,0.0,10.0,,2.0,
127,83,2025-08-22,7.0,5.0,10.0,10.0,6.0,507.0,507.0,8.45,10.0,1.6666666666666665,8.356944444444444,8.5,7.28
128,84,2025-08-17,2.0,,0.0,0.0,2.0,200.0,211.7,14.0,0.0,8.333333333333334,9.033888888888887,2.0,4.64
129,84,2025-08-18,8.0,6.0,10.0,10.0,7.0,649.0,649.0,10.8,10.0,0.0,7.897222222222223,9.5,6.9
130,85,2025-08-17,3.0,,0.0,0.0,3.0,115.0,270.2,16.0,0.0,6.666666666666666,8.948703703703703,3.0,4.35
131,85,2025-08-18,6.0,4.0,10.0,10.0,5.0,80.0,214.6,12.7,10.0,3.333333333333333,9.175740740740741,7.5,7.75
132,85,2025-08-19,7.0,5.0,10.0,10.0,6.0,155.0,155.0,2.58,10.0,1.6666666666666665,9.49777777777778,8.5,7.57
133,86,2025-08-18,2.0,,0.0,0.0,1.0,,,,0.0,10.0,,2.0,
134,86,2025-08-19,5.0,,0.0,0.0,4.0,,,,0.0,5.0,,5.0,
135,87,2025-08-18,2.0,,0.0,0.0,1.0,,,,0.0,10.0,,2.0,
136,87,2025-08-19,4.0,,0.0,0.0,3.0,,,,0.0,6.666666666666666,,4.0,
137,88,2025-08-17,8.0,6.0,10.0,10.0,7.0,378.0,378.0,6.3,10.0,0.0,8.775,9.5,7.12
138,89,2025-08-19,5.0,,0.0,0.0,1.0,,,,0.0,10.0,,5.0,
139,89,2025-08-20,3.0,,0.0,0.0,2.0,,,,0.0,8.333333333333334,,3.0,
140,90,2025-08-18,3.0,,0.0,0.0,2.0,117.0,177.0,3.0,0.0,8.333333333333334,9.480555555555556,3.0,4.9
141,91,2025-08-19,2.0,0.0,0.0,0.0,3.0,482.0,482.0,0.8,0.0,6.666666666666666,8.63888888888889,3.5,4.35
142,92,2025-08-20,5.0,0.0,10.0,10.0,6.0,1327.0,1327.0,22.11,10.0,1.6666666666666665,5.6997222222222215,5.0,6.09
143,93,2025-08-18,2.0,5.0,0.0,0.0,5.0,467.0,467.0,7.78,0.0,3.333333333333333,8.486666666666666,6.0,3.86
144,94,2025-08-21,6.0,4.0,0.0,0.0,4.0,61.0,30.5,1.01,0.0,5.0,9.85898148148148,7.5,4.84
145,95,2025-08-18,1.0,4.0,0.0,0.0,2.0,768.0,384.0,12.8,0.0,8.333333333333334,8.222222222222221,5.0,4.89
146,95,2025-08-19,8.0,0.0,10.0,10.0,7.0,1324.0,1324.0,22.06,10.0,0.0,5.709444444444446,6.5,5.9
147,96,2025-08-19,2.0,5.0,0.0,0.0,5.0,1219.0,609.5,20.31,0.0,3.333333333333333,7.178425925925926,6.0,3.53
148,97,2025-08-19,3.0,5.0,0.0,0.0,4.0,2006.0,802.4,33.43,0.0,5.0,5.728055555555554,6.5,3.66
149,98,2025-08-17,2.0,8.0,10.0,10.0,7.0,483.0,483.0,8.05,10.0,0.0,8.434722222222222,7.5,6.73
150,99,2025-08-20,2.0,0.0,0.0,0.0,2.0,1093.0,1093.0,18.21,0.0,8.333333333333334,6.458055555555556,3.5,4.22
151,99,2025-08-21,1.0,5.0,0.0,0.0,3.0,2740.0,760.6,45.63,0.0,6.666666666666666,4.786944444444445,5.5,3.69
152,100,2025-08-18,2.0,0.0,0.0,0.0,1.0,,,,0.0,10.0,,3.5,
153,100,2025-08-19,8.0,6.0,10.0,10.0,7.0,2624.0,1312.0,21.86,10.0,0.0,4.533518518518519,9.5,6.06
154,101,2025-08-17,2.0,0.0,0.0,0.0,1.0,,,,0.0,10.0,,3.5,
155,101,2025-08-18,1.0,2.0,0.0,0.0,3.0,6430.0,3215.0,53.58,0.0,6.666666666666666,1.8450000000000004,4.0,2.73
156,102,2025-08-22,1.0,0.0,0.0,0.0,2.0,2310.0,770.0,38.5,0.0,8.333333333333334,5.3657407407407405,3.0,3.87
157,103,2025-08-19,2.0,5.0,0.0,0.0,5.0,2113.0,1056.5,35.21,0.0,3.333333333333333,5.108981481481481,6.0,3.01
158,104,2025-08-17,5.0,0.0,0.0,0.0,3.0,,,,0.0,6.666666666666666,,5.0,
159,105,2025-08-17,2.0,7.0,0.0,0.0,6.0,587.0,326.3,10.87,0.0,1.6666666666666665,8.550277777777778,7.0,3.6
160,106,2025-08-18,2.0,0.0,0.0,0.0,1.0,,,,0.0,10.0,,3.5,
161,106,2025-08-19,5.0,0.0,0.0,0.0,5.0,,,,0.0,3.333333333333333,,5.0,
162,106,2025-08-20,8.0,3.0,10.0,10.0,7.0,573.0,573.0,9.55,10.0,0.0,8.143055555555556,8.0,6.74
163,107,2025-08-19,2.0,6.0,10.0,10.0,4.0,234.0,117.0,3.9,10.0,5.0,9.458333333333334,6.5,8.09
164,108,2025-08-19,5.0,0.0,0.0,0.0,1.0,,,,0.0,10.0,,5.0,
165,109,2025-08-19,2.0,8.0,10.0,10.0,6.0,24714.0,6178.5,102.97,10.0,1.6666666666666665,0.4730555555555556,7.5,5.16
166,110,2025-08-22,2.0,3.0,0.0,0.0,4.0,1391.0,695.5,23.18,0.0,5.0,6.780185185185185,5.0,3.7
167,111,2025-08-22,2.0,7.0,10.0,10.0,6.0,10760.0,5380.0,89.67,10.0,1.6666666666666665,0.8425000000000001,7.0,5.18
168,112,2025-08-19,2.0,3.0,0.0,0.0,5.0,476.0,476.0,7.93,0.0,3.333333333333333,8.4575,5.0,3.7
169,113,2025-08-17,2.0,3.0,0.0,0.0,6.0,1140.0,1140.0,19.0,0.0,1.6666666666666665,6.3055555555555545,5.0,2.74
170,113,2025-08-20,2.0,3.0,0.0,0.0,6.0,497.0,497.0,8.28,0.0,1.6666666666666665,8.389444444444445,5.0,3.26
171,114,2025-08-20,2.0,4.0,0.0,0.0,3.0,1071.0,357.0,18.87,0.0,6.666666666666666,7.823055555555555,5.5,4.45
172,114,2025-08-22,2.0,3.0,0.0,0.0,6.0,10488.0,10488.0,174.8,0.0,1.6666666666666665,0.0,5.0,1.17
173,115,2025-08-17,7.0,0.0,0.0,0.0,7.0,,,,0.0,0.0,,6.0,
174,115,2025-08-19,2.0,3.0,0.0,0.0,3.0,17187.0,17187.0,286.45,0.0,6.666666666666666,0.0,5.0,2.42
175,116,2025-08-20,2.0,4.0,0.0,0.0,3.0,19113.0,6371.0,106.18,0.0,6.666666666666666,0.3838888888888888,5.5,2.59
176,117,2025-08-17,5.0,0.0,0.0,0.0,4.0,14413.0,14413.0,240.22,0.0,5.0,0.0,5.0,2.0
177,117,2025-08-18,2.0,7.0,10.0,0.0,5.0,25062.0,8354.0,139.23,5.0,3.333333333333333,0.0,7.0,3.63
178,118,2025-08-22,2.0,0.0,0.0,0.0,3.0,,,,0.0,6.666666666666666,,3.5,
179,119,2025-08-19,2.0,3.0,0.0,0.0,5.0,2600.0,2600.0,43.33,0.0,3.333333333333333,3.055648148148148,5.0,2.35
180,119,2025-08-22,2.0,3.0,0.0,0.0,5.0,956.0,956.0,15.93,0.0,3.333333333333333,6.901944444444445,5.0,3.31
181,120,2025-08-17,3.0,0.0,0.0,0.0,4.0,,,,0.0,5.0,,4.0,
182,120,2025-08-18,4.0,2.0,8.0,9.0,5.0,2765.0,1382.5,100.0,8.5,3.333333333333333,2.101851851851851,5.5,5.16
183,120,2025-08-19,1.0,0.0,7.0,10.0,6.0,9932.0,4966.0,83.0,8.5,1.6666666666666665,1.027777777777778,3.0,4.1
184,120,2025-08-20,3.0,0.0,6.0,8.0,5.0,3754.0,1877.0,62.0,7.0,3.333333333333333,1.611111111111111,4.0,4.29
185,121,2025-08-17,2.0,2.0,8.0,9.0,5.0,1020.0,510.0,110.0,8.5,3.333333333333333,5.055555555555556,4.5,5.75
186,121,2025-08-18,1.0,0.0,7.0,10.0,6.0,1629.0,814.5,27.0,8.5,1.6666666666666665,6.233333333333333,3.0,5.4
187,122,2025-08-17,3.0,0.0,0.0,0.0,2.0,,,,0.0,8.333333333333334,,4.0,
188,122,2025-08-18,1.0,4.0,10.0,10.0,7.0,6720.0,3360.0,56.0,10.0,0.0,1.7777777777777777,5.0,4.69
189,123,2025-08-22,1.0,0.0,0.0,0.0,1.0,,,,0.0,10.0,,3.0,
190,124,2025-08-18,2.0,0.0,0.0,0.0,3.0,27010.0,9003.33,150.0,0.0,6.666666666666666,0.0,3.5,2.19
191,125,2025-08-19,1.0,5.0,10.0,10.0,7.0,2264.0,1132.0,38.0,10.0,0.0,4.7518518518518515,5.5,5.51
192,126,2025-08-19,2.0,0.0,6.0,8.0,5.0,7766.0,3883.0,65.0,7.0,3.333333333333333,1.527777777777778,3.5,4.19
193,127,2025-08-17,2.0,3.0,9.0,8.0,6.0,25554.0,5110.8,85.0,8.5,1.6666666666666665,0.972222222222222,5.0,4.38
194,127,2025-08-19,2.0,2.0,9.0,8.0,5.0,2487.0,1243.5,100.0,8.5,3.333333333333333,2.6166666666666667,4.5,5.14
195,128,2025-08-19,1.0,0.0,7.0,9.0,6.0,12563.0,6281.5,209.0,8.0,1.6666666666666665,0.0,3.0,3.67
196,128,2025-08-20,5.0,0.0,10.0,10.0,7.0,1224.0,612.0,20.0,10.0,0.0,7.177777777777777,5.0,6.04
197,129,2025-08-18,2.0,0.0,7.0,9.0,5.0,816.0,408.0,20.0,8.0,3.333333333333333,7.933333333333334,3.5,6.14
198,129,2025-08-19,2.0,0.0,9.0,10.0,6.0,7009.0,3504.5,117.0,9.5,1.6666666666666665,0.08333333333333341,3.5,4.29
199,129,2025-08-22,3.0,4.0,8.0,6.0,4.0,442.0,1413.0,700.0,7.0,5.0,3.6407407407407404,6.0,5.51
200,130,2025-08-17,1.0,0.0,0.0,0.0,3.0,2406.0,1203.0,40.0,0.0,6.666666666666666,4.433333333333334,3.0,3.22
201,130,2025-08-18,,,,,,,,,,,,,
202,131,2025-08-19,,,,,,,,,,,,,
203,132,2025-08-18,,,,,,,,,,,,,
204,133,2025-08-19,,,,,,,,,,,,,
205,134,2025-08-22,,,,,,,,,,,,,
206,135,2025-08-17,,,,,,,,,,,,,
207,136,2025-08-17,,,,,,,,,,,,,
208,136,2025-08-18,,,,,,,,,,,,,
209,137,2025-08-18,,,,,,,,,,,,,
210,137,2025-08-19,,,,,,,,,,,,,
211,138,2025-08-18,,,,,,,,,,,,,
212,139,2025-08-19,,,,,,,,,,,,,
213,140,2025-08-20,,,,,,,,,,,,,
214,141,2025-08-21,,,,,,,,,,,,,
215,141,2025-08-22,,,,,,,,,,,,,
216,142,2025-08-22,,,,,,,,,,,,,
217,143,2025-08-17,,,,,,,,,,,,,
218,143,2025-08-18,,,,,,,,,,,,,
219,144,2025-08-19,,,,,,,,,,,,,
220,145,2025-08-17,,,,,,,,,,,,,
221,145,2025-08-18,2.0,0.0,0.0,0.0,3.0,1005.0,603.0,12.0,0.0,6.666666666666666,7.6194444444444445,3.5,4.1
222,145,2025-08-19,2.0,2.0,1.0,1.0,5.0,5126.0,2563.0,8.0,1.0,3.333333333333333,3.111111111111111,4.5,2.64
